county_name,candidate_id,election_day,absentee_by_mail,advance_in_person,provisional,total_votes,result_id
Charlton,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1078,157,1476,4,2715,Charlton665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Chatham,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,55045,4166,27518,84,86813,Chatham665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Chattahoochee,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,506,40,433,5,984,Chattahoochee665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Chattooga,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2908,186,3269,3,6366,Chattooga665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Cherokee,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,35730,4409,49579,22,89740,Cherokee665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Clarke,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,14415,2136,17786,57,34394,Clarke665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Clay,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,366,81,463,2,912,Clay665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Clayton,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,26514,2604,45427,104,74649,Clayton665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Clinch,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,692,67,964,3,1726,Clinch665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Cobb,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,130904,19359,113730,545,264538,Cobb665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Coffee,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,3306,381,6187,0,9874,Coffee665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Colquitt,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,4944,374,4740,4,10062,Colquitt665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Columbia,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,20605,2733,28452,27,51817,Columbia665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Cook,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1863,184,2529,0,4576,Cook665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Coweta,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,21149,2423,24494,17,48083,Coweta665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Crawford,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1644,212,1863,4,3723,Crawford665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Crisp,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1868,272,3614,7,5761,Crisp665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Dade,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2377,134,2186,0,4697,Dade665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Dawson,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2371,438,6476,15,9300,Dawson665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Decatur,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2767,397,3926,20,7110,Decatur665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
DeKalb,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,94480,12886,146176,347,253889,DeKalb665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Dodge,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2538,272,1991,0,4801,Dodge665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Dooly,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1248,147,1290,11,2696,Dooly665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Dougherty,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,13548,1295,11246,53,26142,Dougherty665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Douglas,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,15096,2033,28635,26,45790,Douglas665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Early,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1513,283,1541,0,3337,Early665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Echols,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,337,31,473,0,841,Echols665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Effingham,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,8552,557,9543,4,18656,Effingham665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Elbert,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2073,395,3339,46,5853,Elbert665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Emanuel,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2950,253,2408,7,5618,Emanuel665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Evans,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,813,142,1610,0,2565,Evans665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Fannin,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,3733,635,4530,6,8904,Fannin665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Fayette,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,14196,2400,30732,17,47345,Fayette665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Floyd,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,10907,1118,14813,82,26920,Floyd665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Forsyth,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,20275,3306,55221,31,78833,Forsyth665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Franklin,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,3183,335,3054,0,6572,Franklin665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Fulton,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,119085,17071,207020,825,344001,Fulton665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Gilmer,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,3642,555,4970,8,9175,Gilmer665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Glascock,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,453,57,510,0,1020,Glascock665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Glynn,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,10431,1277,13832,42,25582,Glynn665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Gordon,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,6435,479,7044,18,13976,Gordon665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Grady,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2708,216,3544,7,6475,Grady665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Greene,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1969,501,4324,4,6798,Greene665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Gwinnett,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,125225,15611,121684,1078,263598,Gwinnett665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Habersham,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2659,787,9274,1,12721,Habersham665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Hall,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,24885,2949,27437,50,55321,Hall665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Hancock,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1118,266,982,6,2372,Hancock665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Haralson,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,4197,379,3956,5,8537,Haralson665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Harris,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,5366,609,6983,1,12959,Harris665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Hart,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,3059,367,3842,1,7269,Hart665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Heard,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1674,226,1240,2,3142,Heard665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Henry,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,20789,2987,54586,148,78510,Henry665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Houston,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,14650,2156,30169,95,47070,Houston665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Irwin,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1162,100,1331,5,2598,Irwin665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Jackson,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,7661,675,12982,36,21354,Jackson665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Jasper,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1792,331,2592,5,4720,Jasper665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Jeff Davis,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1595,151,1865,2,3613,Jeff Davis665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Jefferson,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2327,353,1912,12,4604,Jefferson665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Jenkins,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,861,130,1089,14,2094,Jenkins665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Johnson,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,987,174,1254,0,2415,Johnson665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Jones,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,3449,637,5421,1,9508,Jones665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Lamar,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2181,278,3202,6,5667,Lamar665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Lanier,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,834,59,1205,0,2098,Lanier665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Laurens,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,6975,896,6109,2,13982,Laurens665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Lee,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,5249,416,5725,4,11394,Lee665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Liberty,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,4956,482,7183,21,12642,Liberty665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Lincoln,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1146,303,1535,1,2985,Lincoln665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Long,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1541,78,1549,4,3172,Long665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Lowndes,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,8556,1286,18706,387,28935,Lowndes665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Lumpkin,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2246,446,6835,4,9531,Lumpkin665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Macon,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1276,187,1488,0,2951,Macon665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Madison,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,3969,390,4547,6,8912,Madison665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Marion,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1179,199,941,0,2319,Marion665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
McDuffie,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2511,441,4008,0,6960,McDuffie665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
McIntosh,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1556,434,2121,9,4120,McIntosh665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Meriwether,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,3842,323,2555,3,6723,Meriwether665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Miller,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,744,113,822,2,1681,Miller665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Mitchell,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2567,405,2843,8,5823,Mitchell665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Monroe,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,4313,455,4884,7,9659,Monroe665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Montgomery,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1485,97,912,0,2494,Montgomery665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Morgan,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2664,293,4162,3,7122,Morgan665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Murray,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,4769,301,4178,0,9248,Murray665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Muscogee,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,23253,3130,25818,84,52285,Muscogee665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Newton,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,15738,1688,17682,4,35112,Newton665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Oconee,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,5850,722,9062,7,15641,Oconee665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Oglethorpe,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1785,294,3005,2,5086,Oglethorpe665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Paulding,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,14943,2574,34301,20,51838,Paulding665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Peach,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2420,292,5269,21,8002,Peach665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Pickens,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,4039,228,6286,1,10554,Pickens665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Pierce,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1438,288,3441,1,5168,Pierce665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Pike,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2406,305,3774,4,6489,Pike665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Polk,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,3410,395,7016,3,10824,Polk665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Pulaski,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,625,152,1746,1,2524,Pulaski665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Putnam,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,2600,453,3982,4,7039,Putnam665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Quitman,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,330,45,369,0,744,Quitman665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Rabun,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1100,739,4377,0,6216,Rabun665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Randolph,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1027,124,934,1,2086,Randolph665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Richmond,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,26825,3697,27916,71,58509,Richmond665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Rockdale,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,8032,1227,20526,23,29808,Rockdale665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Schley,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,431,61,891,0,1383,Schley665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Screven,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1940,140,1851,0,3931,Screven665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Seminole,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1435,142,1062,2,2641,Seminole665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Spalding,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,7019,889,11043,13,18964,Spalding665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Stephens,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1594,518,5408,2,7522,Stephens665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Stewart,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,562,223,488,3,1276,Stewart665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Sumter,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,3293,621,4230,1,8145,Sumter665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Talbot,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1303,376,595,0,2274,Talbot665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Taliaferro,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,250,75,264,1,590,Taliaferro665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Tattnall,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1850,433,2528,5,4816,Tattnall665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Taylor,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,958,230,1310,0,2498,Taylor665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Telfair,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1322,244,994,1,2561,Telfair665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Terrell,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,1393,219,1406,2,3020,Terrell665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Thomas,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,5157,670,7882,4,13713,Thomas665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
Tift,665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b,4084,439,6233,11,10767,Tift665e0a0d3d2f0a7793a079cd76a15edf55a22ee7cd8ff0e6c9ebfeab18f6162b
